DESCRIPCION,MONTO_CONTRATADO,lat,lon
"Las presentes bases norman el proceso de la propuesta pública que efectúan en forma conjunta el Gobierno Regional de Valparaíso, en su calidad de Mandante, y la I. Municipalidad de Santo Domingo, en su calidad de Unidad Técnica, para contratar la ejecución de las obras financiadas a través del fondo F.N.D.R del Proyecto Código BIP 40002873– 0: “Mejoramiento Pavimentación de Calle Las Rocas, Comuna de Santo Domingo”, y establecen las condiciones que regirán la licitación pública y el contrato derivado de ésta.",460509285.0,-33.6305600506442,-71.6267305438412
"REMODELACIÓN PLAZA LAURITA VICUÑA: Las presentes Bases Administrativas y Técnicas establecerán las condiciones y normas que regularán la licitación pública para la contratación del proyecto: “Remodelación Plaza Laurita Vicuña”, la cual está ubicada entre las calles Los Maitenes, Los Cerezos, Los Alerces y Camino de la Boca en la comuna de Santo Domingo. La contratación de las obras se hará por el sistema de suma alzada sin anticipos, reajustes ni intereses de ninguna especie, con pago mediante estados de pago mensuales.  La presente licitación se refiere a la ejecución de la totalidad de las partidas del proyecto, de tal forma que las obras una vez construidas, puedan ser recibidas por los servicios públicos respectivos, cuando corresponda. En caso de haber cualquier discrepancia entre estas Bases Administrativas, el Contrato, las Especificaciones Técnicas y demás documentos, será facultad de la I. Municipalidad de Santo Domingo resolver tales discrepancias, en la forma que mejor beneficie al proyecto, sin perjuicio de las atribuciones de la Contraloría General de la República.",24218904.0,-33.6402177621915,-71.6090905298934
"MANTENCIÓN URBANA DE LA COMUNA II Las presentes Bases Administrativas y Técnicas establecerán las condiciones y normas que regularán la licitación pública para la contratación del proyecto: “Ejecución de Obras y Provisión de Mano de Obra para la Mantención Urbana de la Comuna II”, a ejecutarse tanto en el sector urbano como rural de la Comuna de Santo Domingo, en inmuebles de su propiedad o bajo su administración. La contratación de las obras se hará mediante la modalidad suma alzada, sin anticipos, reajustes ni intereses de ninguna especie, con pago realizados mediante estados de pago mensuales.  La presente licitación se refiere a la ejecución de la totalidad de las partidas del proyecto, de tal forma que las obras una vez construidas, puedan ser recibidas por los servicios públicos respectivos, cuando corresponda, y por el Departamento de Operaciones Municipales. En caso de haber cualquier discrepancia entre estas Bases Administrativas, el Contrato, las Especificaciones Técnicas y demás documentos, será facultad de la I. Municipalidad de Santo Domingo resolver tales discrepancias, en la forma que mejor beneficie al proyecto, sin perjuicio de las atribuciones de la Contraloría General de la República.",117030579.0,-33.6335218156501,-71.6115795591185
"Las presentes Bases Administrativas establecerán las condiciones y normas que regularán la licitación pública para la contratación del proyecto: “Iluminación solar en Sedes sociales, paraderos y puntos limpios, del sector rural de la Comuna de Santo Domingo”.
La modalidad de contratación de las obras se hará por el sistema de suma alzada sin reajustes ni intereses de ninguna especie, con pago mediante “ESTADOS DE PAGOS MENSUALES”, según se indica más adelante.
",39772765.0,-33.6404694741292,-71.6300799570326
"Las presentes Bases Administrativas establecerán las condiciones y normas que regularán la licitación pública para la contratación del proyecto: “Reposición de Veredas Calle Los Cerezos, Comuna de Santo Domingo”.",40440259.0,-33.6426073498038,-71.6103887557984
"Se contempla la mantención del Puente Lo Gallardo en Ruta 66, Obras de Saneamiento y Seguridad Vial.",988541021.0,-33.631727022,-71.61037212
"Diseño considera capacidad de 96 párvulos en niveles medios/transición y 40 en niveles de sala cuna, que se expresa en 570,96 m2 de superficie.",387528434.0,-32.7525,-70.7033
"Programa Recuperación de Barrios, Ejecución Borde Estero Etapa 2, Barrio Las Acacias, Comuna de San Felipe",66657043.0,-32.737,-70.7283
PINTURA FACHADAS LICEO BICENTENARIO CORDILLERA,33158744.000000004,-32.7422,-70.7085
"REPOSICION TECHUMBRE Y CIELO ESCUELA MATEO COCKLJAT, SAN FELIPE",25139177.0,-32.7868,-70.7143
PINTURA FACHADAS ESCUELA JOSE DE SAN MARTIN,36292456.0,-32.7528,-70.7236
"CONSTRUCCION PAVIMENTO AVENIDA COSTANERA NORTE, SAN FELIPE",181463068.0,-32.7384,-70.7079
"ADECUACION COCINA PARA EL FUNCIONAMIENTO DEL CLUB DE REHABILITADOS PSICOSOCIAL VIDA NUEVA, EN DEPENDENCIAS DE LA OFICINA DE LA DISCAPACIDAD",1681017.0,-32.7530115216516,-70.718098282814
REPOSICION PAVIMENTO PLAZA DE CURIMON,15166228.0,-32.7835,-70.6892
HABILITACION SALA DE ENSAYOS PARA ORQUESTAS DE SAN FELIPE,6721814.0,-32.7477900368495,-70.7301771821949
"La Gobernación Provincial de San Felipe invita a personas naturales o jurídicas que reúnan los requisitos establecidos en los antecedentes de la licitación REPARACIÓN Y CONSERVACIÓN EDIFICIO GOBERNACIÓN PROVINCIAL DE SAN FELIPE, cuyo objetivo es pintar la fachada del edificio de la gobernación y el suministro e instalación-reposición de equipos de Iluminación de Emergencia.",2262500.0,-32.7501628367243,-70.7257776149575
"La Gobernación Provincial de San Felipe invita a personas naturales o jurídicas que reúnan los requisitos establecidos en los antecedentes de la licitación REPARACIÓN Y CONSERVACIÓN EDIFICIO GOBERNACIÓN PROVINCIAL DE SAN FELIPE, cuyo objetivo es pintar la fachada del edificio de la gobernación y el suministro e instalación-reposición de equipos de Iluminación de Emergencia.",27875000.0,-32.7507,-70.7262
"CONSTRUCCION RADIERES PARA CIRCULACION PEATONAL LICEO BICENTENARIO CORDILLERA, SAN FELIPE",5444975.0,-32.7423208043547,-70.7079756259919
Construcción Sala Cuna y Niveles Medios ENCON San Felipe. Detalles en Bases adjuntas.,882227595.0,-32.7379349607335,-70.73322057724
"Diseño del Proyecto de Construcción del Estadio de San Felipe, Región de Valparaíso. Detalles en documentos adjuntos.",176814400.0,-32.7593748106339,-70.7332822680474
"REPARACION TECHUMBRE, CIERRE PERIMETRAL Y BAÑOS ALUMNOS ESCUELA JOSE BERNARDO SUAREZ, SAN FELIPE",17516486.0,-32.6942,-70.7654
"PINTURA FACHADAS LICEO CORINA URBINA, SAN FELIPE ",48823055.0,-32.7502,-70.719
CONSTRUCCION CENTRO COMUNITARIO VILLA BERNARDO CRUZ COMUNA DE SAN FELIPE ,86756227.0,-32.7384,-70.7121
CONSTRUCCION MULTICANCHA YEVIDE COMUNA DE SAN FELIPE,51877185.0,-32.7522773569241,-70.7367055178474
"REPARACION EN SS.HH Y CIERRE PERIMETRAL - ESCUELA JOSE ANTONIO MANSO DE VELASCO, SAN FELIPE",9926270.0,-32.7451931443722,-70.7283595560148
SERVICIO DE ASEO DEPENDENCIAS MUNICIPALES,6500000.0,-32.7502426608647,-70.7256950498413
REPOSICION CENTRO COMUNITARIO SECTOR LA SANTITA COMUNA DE SAN FELIPE,126302826.0,-32.7519580726283,-70.7139542698861
"Generar mejoras generales en el edificio, a través del cambio de ventanas en las oficinas de la Gobernación Provincial en el segundo y tercer piso del edificio ubicado en Salinas Nº1231, en la Comuna de San Felipe. De acuerdo a lo indicado en las bases de la licitación.",5396591.0,-32.750381259481,-70.7260832190514
"REPARACIONES MULTICANCHA ENCON, SAN FELIPE",3727024.0,-32.7415973579735,-70.7303336353289
Se solicita contratar servicios para remodelacion de lplanta fisica de la sala de esterilizacion Cesfam Segismundo Iturra TAito,13000000.0,-32.738488843326,-70.7263514399529
MEJORAMIENTO INSTALACIONES TESORERIA MUNICIPAL DE SAN FELIPE,5882304.0,-32.7502667532108,-70.7257505179041
CONSERVACION PLAN PREVENTIVO ESCUELA ALMENDRAL SAN FELIPE,37319362.0,-32.7514866106784,-70.6913280131266
ADECUACION SSHH PUBLICOS Y PERSONAL ILUSTRE MUNICIPALIDAD DE SAN FELIPE,12395419.0,-32.7501634134277,-70.7256774277084
CONSTRUCCION SEDE COMUNITARIA VILLA SAN RAFAEL,66979137.0,-32.805652120851,-70.6421244980083
"REPOSICION SEDE COMUNITARIA VILLA DEPARTAMENTAL, SAN FELIPE",39412216.0,-32.750121071289,-70.7354879560444
REMODELACION Y AMPLIACION OFICINAS HONORABLE CONCEJO MUNICIPAL SAN FELIPE,10514010.0,-32.7500058204589,-70.7259456486099
AREA VERDE SEGUNDA COMPAÑÍA DE BOMBEROS SAN FELIPE,15134463.999999998,-32.7534927654943,-70.7316112249828
REMODELACION HALL ACCESO ILUSTRE MUNICIPALIDAD DE SAN FELIPE,12106752.0,-32.7503767478153,-70.7257211208344
"ADQUISICION E INSTALACION REFUGIO PEATONAL, SAN FELIPE",5163025.0,-32.7544160860064,-70.7214993241724
HABILITACION SERVICIOS HGIENICOS PARA PERSONAL TERMINAL RODOVIARIO,4756246.0,-32.7541078172548,-70.7199168205261
UN ESPACIO SEGURO PARA LA NUEVA ALGARROBAL COMUNA DE SAN FELIPE,6857355.0,-32.7174437819103,-70.7378134042483
"REESTRUCTURACION PERGOLA AV. CHACABUCO, SAN FELIPE",6391886.0,-32.7456168132665,-70.7281690658056
CONSERVACION PLAN PREVENTIVO ESCUELA CARMELA CARVAJAL DE PRAT,37328568.0,-32.7891422844513,-70.6775441409991
"AMPLIACION CENTRO DE ADULTO MAYOR AYECAN, SAN FELIPE",39387279.0,-32.7538506627075,-70.7202923297882
"Contempla la construcción de un puente de infraestructura de hormigón armado, obras de saneamiento y seguridad vial",1487865862.0,-32.7661738579493,-70.6132746743359
"CONSERVACION OCTAVO PISO Y ESPACIOS COMUNES EDIFICIO GOBERNACIÓN SAN FELIPE”, CODIGO BIP Nº 30403482-0, COMUNA DE SAN FELIPE. Según bases adjuntas.",104603327.0,-32.7503857711464,-70.7259464263916
CHACABUCO PARA TODOS Y PARA TODAS LUMINARIAS ORNAMENTALES LED,31196132.0,-32.7463943920189,-70.7248985411571
COMNSTRUCCION CENTRO COMUNITARIO JJ.VV. EL SEÑORIAL,71775294.0,-32.7576680455602,-70.7114374728189
CONSTRUCCION TECHOS PATIOS ESCUELA BASICA Y PREBASICA ESCUELA JOSE DE SAN MARTIN,19558825.0,-32.7528085024665,-70.7234090566635
"Construccion Sala Cuna y Niveles Medios Escuela Hogar, comuna de San Felipe",1003979243.0,-32.76131686534,-70.7265472412109
REPOSICION CIERRE PERIMETRAL ESTADIO CLUB DEPORTIVO LIBERTAD ALGARROBAL,25870910.0,-32.7159139972877,-70.7251081996822
"Construccion Sala Cuna y Niveles Medios Carolina Ocampo, en la comuna de San Felipe",509698062.0,-32.7214613025968,-70.7743442058563
"AMPLIACION SEDE SOCIAL TIERRAS BLANCAS, SAN FELIPE",45595950.0,-32.7861696200861,-70.7160383462906
"CONSTRUCCION PATIO TECHADO ESCUELA JOSE BERNARDO SUAREZ, SAN FELIPE",48935379.99999999,-32.6942351905608,-70.7654812754117
"CONSTRUCCION MULTICANCHA ALGARROBAL, SAN FELIPE",57105379.0,-32.7167690812405,-70.724168470515
"CONSERVACION INTEGRAL LICEO CORINA URBINA, SAN FELIPE",193019888.0,-32.7499935260901,-70.7188390554438
"REPOSICION CIERRE PERIMETRAL TRES CANCHAS DE FUTBOL LA PARRASIA, SAN FELIPE",47035408.0,-32.7455170548788,-70.7413083496067
CONSERVACION ILUMINACIÓN CANCHA DE FUTBOL EL TAMBO DE SAN FELIPE,20535714.0,-32.7642896382292,-70.6843078136444
"Construccion Sala Cuna y Niveles Medios sector Tierras Blancas, comuna de San Felipe. Detalle en Bases adjuntas.",410394136.00000006,-32.7864041320792,-70.7145684957504
"AMPLIACION SEDE COMUNITARIA POBLACION YUNGAY, SAN FELIPE",22780014.0,-32.7534846899251,-70.7176155388879
"CONSTRUCCION MULTICANCHA VILLA INDUSTRIAL, BARRIO LAS 4 VILLAS, COMUNA DE SAN FELIPE",107237174.0,-32.7614940164652,-70.7276959777664
"CONSTRUCCION MULTICANCHA RENACER, BARRIO LAS 4 VILLAS, COMUNA DE SAN FELIPE",105357143.0,-32.7618268901413,-70.730731379881
IMPLEMENTACION DE NUEVAS ACERAS Y AREAS VERDES LA ESPERANZA SE INTEGRA A LA CIUDAD RENACIMIENTO-PROGRESO PCSP16-REP-0017,12445061.0,-32.749562433446,-70.7348344085767
"LP 125-2018 PROGRAMA RECUPERACIÓN DE BARRIOS, EJECUCIÓN DE OBRAS PARQUE BORDE SUR, VILLA SOL NACIENTE, BARRIO LAS 4 VILLAS, COMUNA DE SAN FELIPE",254383791.0,-32.7630909625045,-70.7288562593935
"CONSTRUCCION TECHO MULTICANCHA CAROLINA OCAMPO, SAN FELIPE",37675087.0,-32.7218379223974,-70.7736992688297
REPOSICION MULTICANCHA VILLA SANTA TERESA COMUNA DE SAN FELIPE,60174915.99999999,-32.7394191869271,-70.724547600277
"LPRIV 141-18 PROGRAMA RECUPERACIÓN DE BARRIOS, PROYECTO ECOPLAZA, BARRIO ESCUADRA ARGELIA, COMUNA DE SAN FELIPE",61839582.0,-32.7403396829416,-70.7171108478856
"AMPLIACION SEDE VILLA EL CARMEN I, II Y III COMUNA DE SAN FELIPE",28438670.0,-32.7623341151859,-70.7172566591908
"LP 129-2018 “PROGRAMA DE RECUPERACIÓN DE BARRIOS, EJECUCIÓN DE OBRAS, PLAZOLETA VILLA RENACER, CALLE 9 ESQUINA CALLE 1; PLAZOLETA VILLA INDUSTRIAL, PASAJE 2 ESQUINA PASAJE 3; PLAZOLETA JARDÍN, BARRIO LAS 4 VILLAS, COMUNA DE SAN FELIPE”",172113709.0,-32.7630909625045,-70.7288562593935
"LICITACIÓN PÚBLICA Nº 64-17 “PROGRAMA SANEAMIENTO DE POBLACIÓN, CONSERVACIÓN DE VIVIENDAS SERVIU AÑO 2017, COMUNA DE VALPARAÍSO”",93000000.0,-32.456625245171,-71.2293939063611
"Servicios de Mejoramientos y Reparaciones en los Establecimientos Educacionales administrados por la Dirección de Administración de Educación Municipal –DAEM- en las áreas de Gasfitería, Carpintería, Reparaciones Eléctricas, Instalaciones Sanitarias, etc. Además de Reparaciones y acondicionamientos necesarios para obtener recepciones conformes a Fiscalizaciones realizadas por SEREMI de Salud, ESVAL S.A., JUNAEB, Superintendencia de Educación entre otros durante los últimos años",2528410.0,-32.7487228574861,-70.7257272856425
"Servicios de Mejoramientos y Reparaciones en los Establecimientos Educacionales administrados por la Dirección de Administración de Educación Municipal –DAEM- en las áreas de Gasfitería, Carpintería, Reparaciones Eléctricas, Instalaciones Sanitarias, etc. Además de Reparaciones y acondicionamientos necesarios para obtener recepciones conformes a Fiscalizaciones realizadas por SEREMI de Salud, ESVAL S.A., JUNAEB, Superintendencia de Educación entre otros durante los últimos años",385000.0,-32.7487228574861,-70.7258367192464
"Servicios de Mejoramientos y Reparaciones en los Establecimientos Educacionales administrados por la Dirección de Administración de Educación Municipal –DAEM- en las áreas de Gasfitería, Carpintería, Reparaciones Eléctricas, Instalaciones Sanitarias, etc. Además de Reparaciones y acondicionamientos necesarios para obtener recepciones conformes a Fiscalizaciones realizadas por SEREMI de Salud, ESVAL S.A., JUNAEB, Superintendencia de Educación entre otros durante los últimos años",335210.0,-32.7487504695046,-70.7258477702619
"Servicios de Mejoramientos y Reparaciones en los Establecimientos Educacionales administrados por la Dirección de Administración de Educación Municipal –DAEM- en las áreas de Gasfitería, Carpintería, Reparaciones Eléctricas, Instalaciones Sanitarias, etc. Además de Reparaciones y acondicionamientos necesarios para obtener recepciones conformes a Fiscalizaciones realizadas por SEREMI de Salud, ESVAL S.A., JUNAEB, Superintendencia de Educación entre otros durante los últimos años",2209700.0,-32.7487872853783,-70.725825776279
"Servicios de Mejoramientos y Reparaciones en los Establecimientos Educacionales administrados por la Dirección de Administración de Educación Municipal –DAEM- en las áreas de Gasfitería, Carpintería, Reparaciones Eléctricas, Instalaciones Sanitarias, etc. Además de Reparaciones y acondicionamientos necesarios para obtener recepciones conformes a Fiscalizaciones realizadas por SEREMI de Salud, ESVAL S.A., JUNAEB, Superintendencia de Educación entre otros durante los últimos años",4786295.0,-32.7487688773745,-70.7257820024445
"Servicios de Mejoramientos y Reparaciones en los Establecimientos Educacionales administrados por la Dirección de Administración de Educación Municipal –DAEM- en las áreas de Gasfitería, Carpintería, Reparaciones Eléctricas, Instalaciones Sanitarias, etc. Además de Reparaciones y acondicionamientos necesarios para obtener recepciones conformes a Fiscalizaciones realizadas por SEREMI de Salud, ESVAL S.A., JUNAEB, Superintendencia de Educación entre otros durante los últimos años",6360980.0,-32.7487964892411,-70.7257929460668
"SE CONTEMPLA LA EJECUCIÓN DE PUENTE TIPO LOSA, EMPALMES, OBRAS DE SEGURIDAD VIAL",300677429.0,-32.848761789,-70.9805723109999
"CONSTRUCCION CENTRO DE INTEGRACION COMUNITARIA, BARRIO LA ESCUADRA-ARGELIA, COMUNA DE SAN FELIPE",217844867.0,-32.7396574509293,-70.7194766316942
"REPOSICION CUARTEL QUINTA COMPAÑIA DE BOMBEROS DE CURIMON, SAN FELIPE",513069563.0,-32.7838449220885,-70.6887752015854
REMODELACION OFICINAS SECPLA MUNICIPALIDAD DE SAN FELIPE,8861345.0,-32.7502143276998,-70.7257211208344
"CONSTRUCCION SEDE COMUNITARIA POBLACION ACONCAGUA, SAN FELIPE",42892886.0,-32.7407453945599,-70.7387722179078
"CIERRE PERIMETRAL CONDOMINIO PEUMAYEN, SAN FELIPE",5452083.0,-32.7433655863557,-70.7304760055931
"CONSTRUCCION CENTRO CULTURAL DE INTEGRACION BARRO LA ESCUADRA-ARGELIA, COMUNA DE SAN FELIPE",98926388.0,-32.7399004232618,-70.7177457627936
"OBRAS CONSTRUCTIVAS DEL PROGRAMA HABITABILIDAD AÑO 2018, COMUNA DE SAN FELIPE",10123072.0,-32.753071895038,-70.730984099543
"El Servicio de Salud Aconcagua con el objetivo de mejorar la cubierta existente del COSAM del Cesfam San Felipe El Real, se llama a licitación el proyecto denominado “Mejoramiento Techumbre Cosam, Cesfam San Felipe El Real, San Felipe”, por lo tanto se requiere contratar las obras civiles para dar cumplimiento a lo solicitado.",10050375.0,-32.7586478200807,-70.725472974205
SE CONTEMPLA LA REPOSICIÓN TOTAL DEL PUENTE EN RUTA E-805 Y OBRAS DE SEGURIDAD,2475416115.0,-32.7877951999999,-70.7074069609999
REPOSICION RECINTO CENTRO COMUNITARIO LA TROYA COMUNA DE SAN FELIPE,75042815.0,-32.7387344520813,-70.6935509989231
"El Servicio de Salud Aconcagua requiere contratar Servicios de Obras civiles para Mejoramiento de Baños y Pasillo Central del Departamento TIC, ubicado en el interior del CESFAM San Felipe EL Real, ubicado en Cajales N°1900, según memorándum N°06 del Jefe del Departamento de Recursos Físicos.",2285586.0,-32.7591747146549,-70.7259252522477
"El Servicio de Salud Aconcagua requiere contratar Servicios de Obras civiles para Mejoramiento de Baños y Pasillo Central del Departamento TIC, ubicado en el interior del CESFAM San Felipe EL Real, ubicado en Cajales N°1900, según memorándum N°06 del Jefe del Departamento de Recursos Físicos.",6756593.0,-32.7591566697727,-70.725968167592
"HABILITACION Y EQUIPAMIENTO OFICINAS MUNICIPALES PARA UN ADECUADO FUNCIONAMIENTO DEL DEPARTAMENTO DE FISCALIZACION, UBICADAS EN CALLE TRASLAVIÑA",2040000.0,-32.7500139520736,-70.7268324242372
"Las presentes Bases Administrativas rigen el llamado a licitación pública “CONSTRUCCION DE CUATRO BOX MEDICOS EN HOSPITAL SAN CAMILO”, ubicado en Av. Miraflores 2085 San Felipe, Quinta región, aplicando los procedimientos establecidos en la Ley de Compras N°19.886 de la Administración Pública.",30553875.0,-32.7501628367243,-70.7257776149575
REESTRUCTURACION Y REMODELACION DEPARTAMENTO DE RECURSOS HUMANOS Y ARCHIVO MUNICIPALIDAD DE SAN FELIPE,5882353.0,-32.7505582716711,-70.7256286088456
"MEJORAMIENTO AREA VERDE JUSTO ESTAY CON HERMANOS CARRERA POBLACION SAN FELIPE, COMUNA DE SAN FELIPE",27015872.0,-32.7428538214883,-70.736191055577
"CONSTRUCCION ALCANTARILLADO DE AGUAS SERVIDAS LA TROYA, SAN FELIPE",1470110084.0,-32.7381667579527,-70.7079237734425
CONSTRUCCION CUBIERTA MULTICANCHA ESCUELA MANSO DE VELASCO,49098330.0,-32.7450514635209,-70.728475811966
CONSERVACION EDIFICIO CONSISTORIAL ILUSTRE MUNICIPALIDAD DE SAN FELIPE,45644554.0,-32.7501681946673,-70.7256244584265
"RENOVACIÓN AGUA POTABLE VILLA DEPARTAMENTAL, SAN FELIPE",172074185.0,-32.7504483705989,-70.7359396381805
CONSTRUCCION AREA VERDE SECTOR BUCALEMU,17563025.0,-32.8099359038334,-70.6857039322727
"MEJORAMIENTO SEDE COMUNITARIA 21 DE MAYO, COMUNA DE SAN FELIPE",10719720.0,-32.7108952782484,-70.7460627842013
MEJORAMIENTO GIMNASIO CLUB DEPORTIVO ARTURO PRAT COMUNA DE SAN FELIPE,23557382.000000004,-32.749019521839,-70.7245668036195
AMPLIACION ALUMBRADO PUBLICO VARIOS SECTORES RURALES COMUNA DE SAN FELIPE,354307689.0,-32.6893033296156,-70.7596152950613
"CONSERVACION INTEGRAL LICEO DR. ROBERTO HUMERES, SAN FELIPE",197834253.0,-32.7485712157933,-70.7255982718603
"El Servicio de Salud Aconcagua requiere Contratar Servicios de Obras Civiles para Proyecto Conservación Infraestructura Cesfam Dr. Segismundo Iturra - cesfam Curimon - Cecosf Padre Hugo Cornellissen - Cesfam San Felipe El Real, Comuna de San Felipe, Código BIP 40017632-0 correspondiente al Programa Conservación Infraestructura APS 2019-2020 Mi Consultorio se Pone a Punto, según Memorándum N°118, del Jefe de Recursos Físicos, Según Resolución Exenta N° 1765 de fecha 03.08.2020.",97147380.0,-32.7501628367243,-70.7257776149575
"REPOSICION MULTICANCHA ESCUELA BUCALEMU, SAN FELIPE",236769359.0,-32.8033820592565,-70.6802415847778
CONSTRUCCION ACCESO SUR PONIENTE COMUNA DE SAN FELIPE,22858702.0,-32.7567109013105,-70.7350616460317
"REPOSICION MULTICANCHA POBLACION SANTA BRIGIDA, SAN FELIPE",51012395.0,-32.7403149393906,-70.7277925908074
"CONSERVACION DE INFRAESTRUCTURA ESCUELA ESPECIAL SAGRADO CORAZON, SAN FELIPE",245125450.0,-32.7534608691358,-70.7176197767258
REPOSICION CAMARINES Y SERVICISO HIGIENICOS RECINTO DEPORTIVO ANFA SAN FELIPE,72070625.0,-32.7428636051188,-70.7461402417539
CONSERVACION DE INFRAESTRUCTURA ESCUELA BASICA BERNARDO O´HIGGINS RIQUELME,251729875.0,-32.7418294382232,-70.723474502629
REPOSICION SEDE COMUNITARIA EL TAMBO COMUNA DE SAN FELIPE,62340840.0,-32.7649811658416,-70.6821502447128
CONSTRUCCION MULTICANCHA VILLA PEDRO DE VALDIVIA COMUNA DE SAN FEIPE,93350070.0,-32.7403142626469,-70.7376708984375
REPOSICION PARCIAL MULTICANCHA EL TOTORAL SAN FELIPE,56474170.0,-32.7393960301752,-70.7386531234115
OBRAS CONSTRUCTIVAS PROGRAMA DE HABITABILIDAD 2020 COMUNA DE SAN FELIPE,13464472.999999998,-32.7532208565046,-70.7310662266973
"PROYECTO PARA R.O. - CONSERVACIÓN 2021 JARDIN INFANTIL Y SALA CUNA CASTILLO DE COLORES, SAN FELIPE",98724747.0,-32.739427164473,-70.7126308678926
REPOSICION AVDA. YUNGAY Y CALLE ARTEMON CIFUENTES COMUNA DE SAN FELIPE,494954529.0,-32.7463815782207,-70.7182517049732
Obras de ampliación del servicio de agua potable rural en las localidades indicadas.,833525350.9999999,-32.7501,-70.9568
"Ampliación de sede existente consistente en 2 baños y 1 cocina de 31m2, estructurado en albañilería de ladrillo reforzada. Incluye las instalaciones interiores con conexión a redes públicas.",11763712.0,-32.7728,-70.9635
"La Municipalidad de Catemu, requiere contratar las obras de reparación y remodelación de dependencias en OPD Catemu y reparación áreas de Dirección de desarrollo comunitario de la Catemu.",5305783.0,-32.7788,-70.9616
La municipalidad de Catemu requiere contratar la construcción de red de colectores y obras civiles de alcantarillado sector El Arrayán,1339149627.0,-32.7834320978209,-70.9595561027527
Proyecto PMU IRAL que consiste en reponer 452m2 de pavimento en acceso a municipalidad e iluminación exterior.,22672784.0,-32.7785250925628,-70.9629142284393
"La Municipalidad de Catemu, requiere contratar las obras de confección módulos de trabajo, tabique divisorio, mejoramiento eléctrico de la sala de computación del Liceo Polivalente Chagres de la Comuna de Catemu.",2520000.0,-32.775,-70.9641
"Construcción de sede social de 60m2, estructurada en albañilería de ladrillo reforzada entre pilares, vigas y losa de hormigón armado, incluye todas las instalaciones interiores, con conexión a nuevas redes públicas.",35761851.0,-32.7495,-70.9609
Construcción Sala Cuna y Niveles Medios Comuna de Catemu. Detalles en Bases adjuntas.,575352586.0,-32.7817588755173,-70.9540039300919
"Construcción multicancha de hormigón de 540m2 de 10cms de espesor, incluye cierro perimetral del recinto y reja de protección.",28739496.0,-32.7777944307641,-70.9694910049438
"Se consulta la construcción de una sede de 78m2, estructurada en albañilería de ladrillo reforzado entre pilares, vigas y losa de hormigón armado. Incluye todas las instalaciones interiores, con conexión a redes existentes.",35083350.0,-32.7197643496608,-70.9214794635773
"Construcción de 448m2 de techumbre de multicancha existente., estructurada en base a marcos metálicos tipo cintac, cubierta e iluminación. Incluye mejoramiento pavimento superficie de juego.",54206364.0,-32.6898818580367,-70.9318327903748
"Se consulta la construcción de camarines y sshh de 114,57m2, estructurados en albañilería de ladrillo reforzado entre pilares, vigas y losa de hormigón armado. Incluye todas las instalaciones interiores de agua, alcantarillado, electricidad y gas, con conexión a redes existentes y sistema particular de alcantarillado.",66147767.0,-32.7553394418979,-70.9471964836121
"Se requiere contratar la construcción de sala de clases de 30m2, para la Escuela Las Compuertas de la comuna de Catemu, de acuerdo a Bases Administrativas de Propuesta.",8403361.0,-32.7395210186054,-70.9362155199051
"La Municipalidad de Catemu, requiere contratar los servicios de construcción del cierre olímpico para la cancha de fútbol del Club Deportivo San Carlos de la comuna de Catemu.",2160668.0,-32.7802479873708,-70.9488916397095
"La Municipalidad de Catemu, requiere contratar los servicios de construcción para la habilitación de estación SAMU en dependencias del Cesfam Eduardo Raggio Lanata de la Comuna de Catemu.",6417775.0,-32.7822865527947,-70.9597276737622
"La Junta Nacional de Jardines Infantiles (JUNJI), requiere contratar la ejecución de las obras de Conservación del Jardín Infantil “Valle Hermoso”, código 5702001, el cual se encuentra ubicado en la comuna de Catemu Región de Valparaíso.",159193210.0,-32.7776275503758,-70.9635901451111
"La Municipalidad de Catemu requiere contratar la construcción de 20,73m2, box dental Cesfam Eduardo Raggio de la comuna de Catemu.",7983193.0,-32.7823496937311,-70.9600067138672
"La necesidad de contratar los servicios de construcción para mejoramiento de la Escuela Rebeca Johnson, Las Compuertas de la comuna de Catemu.",46302521.0,-32.739042722476,-70.935834646225
La Municipalidad de Catemu requiere contratar los servicios para el mejoramiento de redes interiores de agua potable en la Escuela María Teresa del Canto.,20992669.0,-32.7785341130414,-70.9639871120453
"La Municipalidad de Catemu requiere contratar la construcción 60m2 Sede social Centro de Madres Rayén, Villa Raúl Silva Henríquez de la comuna de Catemu.",42338699.99999999,-32.7822143919842,-70.9542989730835
"La Municipalidad de Catemu, requiere contratar los servicios para la construcción de monolito e instalación placa de Bernardo O´Higgins de acuerdo a bases técnicas de propuesta.",456559.0,-32.7786152973071,-70.9630644321442
La Municipalidad de Catemu requiere contratar la construcción 78m2 Sede social J.V. Santa Isabel de la comuna de Catemu.,57797119.0,-32.7672668226661,-70.8680659532547
La Municipalidad de Catemu contratar los servicios para la ejecución del Programa “Movámonos” en la Escuela Los Cerrillos y San José de acuerdo a bases técnicas de propuesta.,2572368.0,-32.6984323420966,-70.9307277202606
La Municipalidad de Catemu contratar los servicios para la ejecución del Programa “Movámonos” en la Escuela Los Cerrillos y San José de acuerdo a bases técnicas de propuesta.,2216102.0,-32.7873286444904,-70.9124457836151
"La Municipalidad de Catemu requiere contratar los servicios para reparar reja acceso Escuela Los Cerrillos y el pozo absorbente y medidor eléctrico de la escuela Las Compuertas, de acuerdo a bases técnicas de propuesta.",867131.0,-32.787346683627,-70.9124779701233
